0.001167	0.001015	0.041256	0.000005	101428.159166
0.001086	0.003041	0.128336	0.000045	101423.549050
0.001058	0.005025	0.201318	0.000163	101423.994076
0.001039	0.007002	0.275106	0.000545	101418.202846
0.001091	0.009019	0.342528	0.000808	101428.389095
0.001038	0.011019	0.402725	0.001696	101423.095388
0.001036	0.013018	0.451924	0.002667	101421.288985
0.001059	0.017007	0.539560	0.003950	101444.229526
0.001064	0.015013	0.498187	0.003796	101424.813854
0.001099	0.019004	0.568740	0.004778	101450.298670
0.001091	0.021007	0.592390	0.005533	101456.768696
0.001090	0.025007	0.627238	0.007741	101457.745837
0.001047	0.027010	0.638347	0.006611	101479.718157
0.001036	0.029012	0.644728	0.006357	101486.032727
0.001059	0.023008	0.613760	0.007395	101451.115337
0.001064	0.031008	0.648940	0.005957	101489.048215
0.001000	0.034997	0.652510	0.005001	101467.661666
0.000999	0.036997	0.653211	0.002634	101482.827773
0.000956	0.038999	0.653227	0.001139	101471.909893
0.000956	0.041001	0.653225	-0.001232	101472.884639
0.001026	0.033000	0.651551	0.005376	101486.608760
0.000999	0.043003	0.653221	-0.002727	101490.240785
0.001026	0.047000	0.651571	-0.005367	101486.198493
0.001064	0.048992	0.648955	-0.006136	101486.544997
0.001036	0.050988	0.644932	-0.006342	101486.266564
0.001047	0.052990	0.637316	-0.007773	101464.763145
0.001090	0.054993	0.627633	-0.007750	101458.050951
0.001000	0.045003	0.652571	-0.004750	101473.299917
0.001059	0.056992	0.611683	-0.006173	101463.687457
0.001091	0.058993	0.593719	-0.006177	101450.113198
0.001099	0.060996	0.567482	-0.004117	101457.685002
0.001064	0.064987	0.499470	-0.003564	101428.455398
0.001036	0.066982	0.452878	-0.002851	101419.296684
0.001038	0.068981	0.403753	-0.001326	101432.588195
0.001091	0.070981	0.339626	-0.000756	101428.803503
0.001059	0.062993	0.537199	-0.004933	101428.854982
0.001039	0.072998	0.277486	-0.000394	101427.088235
0.001058	0.074975	0.203015	-0.000249	101416.296247
0.001167	0.078985	0.046196	0.000005	101434.536309
0.003039	0.001100	0.047674	-0.000089	101605.327430
0.003071	0.003198	0.131547	-0.000713	101606.994304
0.001086	0.076959	0.128667	-0.000046	101422.426669
0.003053	0.007145	0.283938	-0.003024	101598.424471
0.003099	0.009143	0.346221	-0.004320	101598.084516
0.003079	0.013091	0.454139	-0.007203	101610.116593
0.003095	0.015074	0.503052	-0.007464	101601.636058
0.003124	0.005188	0.211112	-0.001874	101612.629857
0.003077	0.019077	0.567513	-0.008372	101613.732729
0.003067	0.021092	0.594671	-0.009601	101636.045035
0.003049	0.023109	0.612650	-0.009405	101644.036784
0.003063	0.017067	0.538239	-0.008049	101607.183278
0.003069	0.011114	0.405532	-0.005957	101606.319487
0.003085	0.025122	0.628302	-0.007660	101639.668794
0.003063	0.029129	0.645075	-0.007103	101670.337489
0.003073	0.033122	0.651603	-0.003363	101654.108290
0.003072	0.035104	0.652978	-0.002848	101673.207583
0.003091	0.031128	0.649042	-0.006119	101678.234830
0.003056	0.027127	0.637759	-0.007006	101647.562845
0.003073	0.040974	0.653614	0.000796	101690.592261
0.003073	0.039026	0.653695	-0.000610	101678.410356
0.003072	0.044896	0.652800	0.003574	101689.893914
0.003073	0.046878	0.651774	0.003286	101654.545064
0.003088	0.042928	0.653557	0.001635	101674.954705
0.003063	0.050871	0.644883	0.006109	101655.734695
0.003091	0.048871	0.648952	0.005188	101662.480599
0.003085	0.054878	0.627670	0.008871	101652.984771
0.003049	0.056891	0.612433	0.009622	101646.390057
0.003088	0.037071	0.653291	-0.002428	101704.570730
0.003067	0.058908	0.592600	0.008752	101625.359363
0.003077	0.060923	0.570933	0.009062	101622.921330
0.003095	0.064926	0.499716	0.007446	101601.598752
0.003079	0.066909	0.456563	0.006558	101597.372283
0.003099	0.070857	0.345610	0.004373	101600.489808
0.003053	0.072855	0.284066	0.003058	101600.171045
0.003056	0.052873	0.637270	0.008194	101661.174220
0.003069	0.068886	0.402223	0.005850	101605.761782
0.003039	0.078900	0.048417	0.000098	101603.506007
0.005016	0.001061	0.047069	-0.000187	101785.298237
0.005104	0.003095	0.129520	-0.001399	101781.263200
0.003124	0.074812	0.213474	0.001894	101611.090424
0.005100	0.007082	0.283460	-0.006631	101776.524302
0.005135	0.009095	0.345131	-0.009891	101781.035234
0.003071	0.076802	0.133142	0.000742	101610.032362
0.005115	0.013094	0.454979	-0.016002	101772.529246
0.003063	0.062933	0.537149	0.008864	101617.644874
0.005104	0.017094	0.538381	-0.022386	101796.980627
0.005116	0.019086	0.571607	-0.023169	101791.970534
0.005092	0.023061	0.611851	-0.024200	101809.539276
0.005118	0.025048	0.626929	-0.024769	101834.504840
0.005117	0.011094	0.405733	-0.012980	101770.311220
0.005095	0.029023	0.642233	-0.021416	101853.583000
0.005116	0.031013	0.646883	-0.017792	101857.617596
0.005094	0.027037	0.636019	-0.023406	101843.983445
0.005108	0.021076	0.594193	-0.024030	101800.411900
0.005106	0.036997	0.650754	-0.006732	101864.863748
0.005095	0.034999	0.650250	-0.010709	101859.828347
0.005092	0.041001	0.650839	0.001688	101870.798940
0.005092	0.038999	0.651299	-0.002206	101849.917504
0.005095	0.045001	0.650361	0.010106	101861.066838
0.005100	0.046994	0.648863	0.014947	101869.437173
0.005115	0.048987	0.646784	0.018139	101862.338102
0.005094	0.052962	0.636328	0.022177	101830.107846
0.005118	0.054952	0.625486	0.024665	101830.655205
0.005173	0.005107	0.208204	-0.003641	101780.289716
0.005108	0.058924	0.594672	0.024091	101801.221255
0.005092	0.056938	0.613357	0.025715	101827.396320
0.005104	0.062906	0.539492	0.022161	101792.469021
0.005126	0.064903	0.502031	0.020149	101793.870650
0.005115	0.066906	0.457188	0.016678	101781.963788
0.005095	0.050977	0.642540	0.020223	101838.998400
0.005135	0.070905	0.345105	0.009954	101782.545034
0.005173	0.074893	0.206451	0.003671	101789.652974
0.005104	0.076904	0.130626	0.001445	101785.619881
0.005126	0.015097	0.503413	-0.020067	101791.101570
0.005106	0.043002	0.650769	0.006542	101864.672704
0.007003	0.001042	0.044779	-0.000254	101971.010002
0.007098	0.003015	0.127509	-0.002102	101971.118023
0.007151	0.005037	0.207255	-0.005543	101962.217010
0.007090	0.007026	0.281553	-0.009997	101948.163627
0.005016	0.078939	0.045966	0.000176	101784.029851
0.007103	0.011050	0.408692	-0.020921	101946.329954
0.007099	0.013055	0.459784	-0.026789	101957.343705
0.007110	0.015063	0.505514	-0.031349	101952.721580
0.007096	0.017065	0.540024	-0.035232	101958.988226
0.007107	0.019062	0.572686	-0.039847	101982.120269
0.007102	0.021061	0.594420	-0.041678	101991.915746
0.007091	0.023053	0.613553	-0.040971	101990.709373
0.007112	0.025048	0.625366	-0.040183	102001.865511
0.005100	0.033006	0.648526	-0.015822	101883.733941
0.007097	0.029034	0.639563	-0.035081	102032.272915
0.007116	0.031027	0.642807	-0.029983	102033.774204
0.007103	0.033021	0.643771	-0.025816	102057.363320
0.007099	0.035011	0.643855	-0.019188	102078.583770
0.007095	0.039003	0.644367	-0.003389	102072.082124
0.007095	0.040997	0.645536	0.003678	102042.453444
0.007107	0.042994	0.644461	0.011026	102068.777239
0.007099	0.044989	0.643851	0.019555	102078.132936
0.007116	0.048973	0.642955	0.029619	102033.244623
0.007097	0.050966	0.639217	0.035749	102037.171296
0.007095	0.052956	0.634064	0.039216	102028.216772
0.007112	0.054952	0.624806	0.039884	101997.188592
0.007091	0.056947	0.613326	0.041985	102001.005366
0.007102	0.058939	0.594931	0.041482	101989.834381
0.007107	0.060938	0.571468	0.037717	101959.351353
0.007096	0.062935	0.542896	0.036772	101974.837012
0.007111	0.009045	0.349315	-0.015548	101954.058748
0.007099	0.066945	0.460495	0.026181	101945.723944
0.005100	0.072918	0.280893	0.006695	101785.219906
0.007111	0.070955	0.350049	0.015478	101948.036250
0.007090	0.072974	0.284738	0.010272	101950.620896
0.007103	0.068950	0.409685	0.020753	101940.685420
0.007098	0.076985	0.129679	0.002143	101962.456950
0.007003	0.078958	0.048324	0.000295	101965.713316
0.007151	0.074963	0.210964	0.005737	101963.163275
0.009027	0.001086	0.049837	-0.000418	102153.420241
0.009134	0.003081	0.133644	-0.003076	102153.277518
0.009170	0.005104	0.218759	-0.008287	102145.412485
0.009113	0.007076	0.292607	-0.014811	102135.388185
0.009123	0.009081	0.357499	-0.021997	102124.455902
0.009119	0.013068	0.466699	-0.037423	102125.894525
0.009126	0.015065	0.508920	-0.044134	102125.783542
0.009118	0.017063	0.549425	-0.051435	102140.126311
0.009125	0.019062	0.574803	-0.055084	102144.345406
