         3      0.1884471257E-01        0.1941878082E-01        0.1600000000E-02
         3      0.1920592041E-01        0.6159031942E-01        0.1600000000E-02
         3      0.1888539474E-01        0.1016185417E+00        0.1600000000E-02
         3      0.1915120164E-01        0.1419305837E+00        0.1600000000E-02
         3      0.1949011162E-01        0.1820070736E+00        0.1600000000E-02
         3      0.1927279210E-01        0.2217342107E+00        0.1600000000E-02
         3      0.1950656420E-01        0.2615542150E+00        0.1600000000E-02
         3      0.1932241253E-01        0.3013615616E+00        0.1600000000E-02
         3      0.1950772878E-01        0.3411724528E+00        0.1600000000E-02
         3      0.1982438701E-01        0.3806152661E+00        0.1600000000E-02
         3      0.1984199191E-01        0.4197483260E+00        0.1600000000E-02
         3      0.1971626384E-01        0.4983831960E+00        0.1600000000E-02
         3      0.1964059856E-01        0.5377423693E+00        0.1600000000E-02
         3      0.1965347729E-01        0.4590158912E+00        0.1600000000E-02
         3      0.1943252159E-01        0.5773244162E+00        0.1600000000E-02
         3      0.1920726400E-01        0.6172508531E+00        0.1600000000E-02
         3      0.1909701866E-01        0.6574229868E+00        0.1600000000E-02
         3      0.1910847693E-01        0.6975950622E+00        0.1600000000E-02
         3      0.1912535297E-01        0.7377643063E+00        0.1600000000E-02
         3      0.1895349939E-01        0.7780453342E+00        0.1600000000E-02
         3      0.1910978422E-01        0.8181628478E+00        0.1600000000E-02
         3      0.1902625662E-01        0.8584812448E+00        0.1600000000E-02
         3      0.1852095974E-01        0.8989479607E+00        0.1600000000E-02
         3      0.1926046363E-01        0.9389453423E+00        0.1600000000E-02
         3      0.1872059649E-01        0.9809722674E+00        0.1600000000E-02
         3      0.6011335282E-01        0.1965048012E-01        0.1600000000E-02
         3      0.6082682755E-01        0.6145428997E-01        0.1600000000E-02
         3      0.6003155101E-01        0.1018431535E+00        0.1600000000E-02
         3      0.6121691118E-01        0.1423142139E+00        0.1600000000E-02
         3      0.6125906553E-01        0.1824172298E+00        0.1600000000E-02
         3      0.6142349858E-01        0.2224806194E+00        0.1600000000E-02
         3      0.6169437767E-01        0.2623708990E+00        0.1600000000E-02
         3      0.6131319333E-01        0.3022263405E+00        0.1600000000E-02
         3      0.6095569996E-01        0.3431799383E+00        0.1600000000E-02
         3      0.6272849486E-01        0.3834420481E+00        0.1600000000E-02
         3      0.6353200598E-01        0.4215175033E+00        0.1600000000E-02
         3      0.6217412823E-01        0.4601129486E+00        0.1600000000E-02
         3      0.6239760303E-01        0.4998381562E+00        0.1600000000E-02
         3      0.6259921394E-01        0.5388426415E+00        0.1600000000E-02
         3      0.6163736933E-01        0.5781964265E+00        0.1600000000E-02
         3      0.6126052941E-01        0.6182640681E+00        0.1600000000E-02
         3      0.6121130065E-01        0.6582287883E+00        0.1600000000E-02
         3      0.6117287982E-01        0.6982108310E+00        0.1600000000E-02
         3      0.6116680453E-01        0.7382467304E+00        0.1600000000E-02
         3      0.6102872933E-01        0.7783907821E+00        0.1600000000E-02
         3      0.6120675538E-01        0.8183541111E+00        0.1600000000E-02
         3      0.6094235539E-01        0.8586898632E+00        0.1600000000E-02
         3      0.6063288375E-01        0.8988343466E+00        0.1600000000E-02
         3      0.6137607279E-01        0.9381831463E+00        0.1600000000E-02
         3      0.6028653331E-01        0.9805261835E+00        0.1600000000E-02
         3      0.9964508124E-01        0.1893729241E-01        0.1600000000E-02
         3      0.1003875010E+00        0.6105998443E-01        0.1600000000E-02
         3      0.9842727999E-01        0.1015135634E+00        0.1600000000E-02
         3      0.1011683649E+00        0.1423737369E+00        0.1600000000E-02
         3      0.1007329803E+00        0.1823270050E+00        0.1600000000E-02
         3      0.1012646773E+00        0.2224803680E+00        0.1600000000E-02
         3      0.1018921432E+00        0.2619188587E+00        0.1600000000E-02
         3      0.1005306480E+00        0.3015835834E+00        0.1600000000E-02
         3      0.9934304823E-01        0.3428340772E+00        0.1600000000E-02
         3      0.1033139348E+00        0.3835714762E+00        0.1600000000E-02
         3      0.1058831750E+00        0.4218672696E+00        0.1600000000E-02
         3      0.1019885262E+00        0.4606846916E+00        0.1600000000E-02
         3      0.1030518417E+00        0.5002570517E+00        0.1600000000E-02
         3      0.1036748026E+00        0.5387388716E+00        0.1600000000E-02
         3      0.1009988205E+00        0.6180683127E+00        0.1600000000E-02
         3      0.1010156816E+00        0.6580211482E+00        0.1600000000E-02
         3      0.1008776538E+00        0.6980647658E+00        0.1600000000E-02
         3      0.1008056774E+00        0.7381623190E+00        0.1600000000E-02
         3      0.1006752531E+00        0.7783510839E+00        0.1600000000E-02
         3      0.1007420884E+00        0.8184437335E+00        0.1600000000E-02
         3      0.1003984102E+00        0.8588182997E+00        0.1600000000E-02
         3      0.1003064072E+00        0.8991483313E+00        0.1600000000E-02
         3      0.1015167468E+00        0.5780784949E+00        0.1600000000E-02
         3      0.1006868002E+00        0.9389012581E+00        0.1600000000E-02
         3      0.9990088230E-01        0.9813029711E+00        0.1600000000E-02
         3      0.1396504992E+00        0.1940955049E-01        0.1600000000E-02
         3      0.1403739996E+00        0.6101996383E-01        0.1600000000E-02
