$*$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
$*
$*                    Simcenter v2206.0.0.6002 Translator
$*                    for Simcenter Nastran version 2206.0
$*
$*             FEM FILE: C:\Users\Parik\OneDrive - University of Cincinnati\Research\Research Update\December 2023\StandfordBunnyDam\StandfodBunnyDam_fem2.fem
$*             SIM FILE: Unknown
$*        ANALYSIS TYPE: Structural
$*
$*    SOLVER INPUT FILE: domainBdry_0pt5mm.dat
$*        CREATION DATE: 11-Dec-2023
$*        CREATION TIME: 17:30:12
$*             HOSTNAME: PARIKSIM
$*      NASTRAN LICENSE: Enterprise
$*
$*                UNITS: mm (milli-newton)
$*                      ... LENGTH : mm
$*                      ... TIME   : sec
$*                      ... MASS   : kilogram (kg)
$*                      ... TEMPERATURE : deg Celsius
$*                      ... FORCE  : milli-newton
$*                      ... THERMAL ENERGY : mN-mm (micro-joule)
$*
$* IMPORTANT NOTE:
$*     This banner was generated by Simcenter and altering this 
$*     information may compromise the pre and post processing of results
$*
$*$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
$*
$*$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
$*
$* BULK DATA
$*
$*$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
$*
BEGIN BULK
$*
$* GRID CARDS
$*
GRID,1,0,-18.3269,100.0,87.63065,0
GRID,2,0,-18.7346,100.0,87.34113,0
GRID,3,0,-19.1417,100.0,87.05083,0
GRID,4,0,-19.5369,100.0,86.74464,0
GRID,5,0,-19.9345,100.0,86.44209,0
GRID,6,0,-20.3024,100.0,86.10489,0
GRID,7,0,-20.6415,100.0,85.73748,0
GRID,8,0,-20.9481,100.0,85.34534,0
GRID,9,0,-21.2104,100.0,84.91968,0
GRID,10,0,-21.4195,100.0,84.4658,0
GRID,11,0,-21.5845,100.0,83.99382,0
GRID,12,0,-21.7133,100.0,83.51105,0
GRID,13,0,-21.7938,100.0,83.01851,0
GRID,14,0,-21.8115,100.0,82.51938,0
GRID,15,0,-21.8124,100.0,82.01968,0
GRID,16,0,-21.8053,100.0,81.51986,0
GRID,17,0,-21.7866,100.0,81.02042,0
GRID,18,0,-21.7268,100.0,80.52679,0
GRID,19,0,-21.5649,100.0,80.05427,0
GRID,20,0,-21.4136,100.0,79.57853,0
GRID,21,0,-21.2734,100.0,79.0989,0
GRID,22,0,-21.1003,100.0,78.63544,0
GRID,23,0,-21.0187,100.0,78.1422,0
GRID,24,0,-20.9156,100.0,77.65403,0
GRID,25,0,-20.7568,100.0,77.18043,0
GRID,26,0,-20.6572,100.0,76.70029,0
GRID,27,0,-20.6964,100.0,76.20193,0
GRID,28,0,-20.7448,100.0,75.70443,0
GRID,29,0,-20.8201,100.0,75.21011,0
GRID,30,0,-20.8889,100.0,74.71489,0
GRID,31,0,-20.9874,100.0,74.22972,0
GRID,32,0,-21.2204,100.0,73.78733,0
GRID,33,0,-21.4431,100.0,73.33973,0
GRID,34,0,-21.6651,100.0,72.89169,0
GRID,35,0,-21.8778,100.0,72.43919,0
GRID,36,0,-22.0882,100.0,71.98559,0
GRID,37,0,-22.289,100.0,71.52772,0
GRID,38,0,-22.493,100.0,71.07123,0
GRID,39,0,-22.6869,100.0,70.61055,0
GRID,40,0,-22.8652,100.0,70.1434,0
GRID,41,0,-23.034,100.0,69.67337,0
GRID,42,0,-23.1445,100.0,69.18571,0
GRID,43,0,-23.2549,100.0,68.69804,0
GRID,44,0,-23.3424,100.0,68.20578,0
GRID,45,0,-23.4161,100.0,67.71122,0
GRID,46,0,-23.4648,100.0,67.21369,0
GRID,47,0,-23.5091,100.0,66.71564,0
GRID,48,0,-23.5313,100.0,66.21629,0
GRID,49,0,-23.5456,100.0,65.71648,0
GRID,50,0,-23.5398,100.0,65.21673,0
GRID,51,0,-23.5223,100.0,64.71702,0
GRID,52,0,-23.4797,100.0,64.21939,0
GRID,53,0,-23.4038,100.0,63.72529,0
GRID,54,0,-23.3109,100.0,63.23405,0
GRID,55,0,-23.2033,100.0,62.74575,0
GRID,56,0,-23.0997,100.0,62.25686,0
GRID,57,0,-22.9802,100.0,61.77134,0
GRID,58,0,-22.8581,100.0,61.28688,0
GRID,59,0,-22.6704,100.0,60.82344,0
GRID,60,0,-22.4827,100.0,60.36,0
GRID,61,0,-22.2481,100.0,59.91922,0
GRID,62,0,-21.979,100.0,59.49781,0
GRID,63,0,-21.7007,100.0,59.08252,0
GRID,64,0,-21.4087,100.0,58.67659,0
GRID,65,0,-21.0946,100.0,58.28779,0
GRID,66,0,-20.7498,100.0,57.92604,0
GRID,67,0,-20.3964,100.0,57.57232,0
GRID,68,0,-20.0327,100.0,57.22977,0
GRID,69,0,-19.6238,100.0,56.94419,0
GRID,70,0,-19.1994,100.0,56.67988,0
GRID,71,0,-18.7841,100.0,56.40142,0
GRID,72,0,-18.3709,100.0,56.11993,0
