 variables = x, y
  8.100566028022830E-004  8.113817557294656E-004
  8.997581272782515E-004  2.429394869557244E-003
  8.580068024798725E-004  4.004704825587596E-003
  8.780489721137863E-004  5.585818893970735E-003
  8.342549730161304E-004  7.196098861162633E-003
  8.718189838389686E-004  8.790955322594503E-003
  8.468605031610539E-004  1.038873611555169E-002
  8.514829429120580E-004  1.198593549169919E-002
  8.226532779347012E-004  1.358156512889654E-002
  8.199538560278568E-004  1.518232120843165E-002
  7.698875052216416E-004  1.678740085495569E-002
  7.697570997345236E-004  1.839717288167580E-002
  8.057364859512362E-004  2.000322488722982E-002
  8.147514946100146E-004  2.160450312909850E-002
  7.761069324719818E-004  2.320320621690834E-002
  8.127514111449463E-004  2.480286936358643E-002
  7.791130259095163E-004  2.640168356223164E-002
  8.205477407605569E-004  2.799737056649693E-002
  8.191544455320057E-004  2.959239176236445E-002
  8.097210627780217E-004  3.279050913860442E-002
  8.204127884097545E-004  3.118949448421597E-002
  7.756933105717064E-004  3.439237952548915E-002
  7.744416958399494E-004  3.599431441322525E-002
  7.731578269116728E-004  3.919951349631209E-002
  7.731578269117088E-004  4.080048650368758E-002
  7.983252349305858E-004  4.240297215535076E-002
  7.744416958399860E-004  4.400568558677443E-002
  7.983252349306317E-004  3.759702784464891E-002
  7.756933105716853E-004  4.560762047451052E-002
  8.097210627780366E-004  4.720949086139525E-002
  8.204127884097447E-004  4.881050551578368E-002
  8.191544455320137E-004  5.040760823763520E-002
  7.791130259095147E-004  5.359831643776794E-002
  8.127514111450030E-004  5.519713063641310E-002
  7.761069324719853E-004  5.679679378309112E-002
  8.205477407605740E-004  5.200262943350267E-002
  8.147514946101213E-004  5.839549687090087E-002
  8.057364859512888E-004  5.999677511276941E-002
  7.697570997346914E-004  6.160282711832323E-002
  7.698875052218840E-004  6.321259914504300E-002
  8.199538560280455E-004  6.481767879156665E-002
  8.226532779353169E-004  6.641843487110108E-002
  8.514829429124042E-004  6.801406450829760E-002
  8.718189838400161E-004  7.120904467739909E-002
  8.468605031623636E-004  6.961126388444351E-002
  8.342549730170856E-004  7.280390113882852E-002
  8.780489721200805E-004  7.441418110601468E-002
  8.580068024727465E-004  7.599529517439767E-002
  8.100566027813821E-004  7.918861824424925E-002
  2.429055814007289E-003  8.832795024985412E-004
  2.441599239608043E-003  2.440563382707841E-003
  2.458085765389824E-003  4.030370484713619E-003
  2.420272474379691E-003  5.621153897219063E-003
  8.997581272937212E-004  7.757060513042020E-002
  2.426835416983413E-003  7.244670753057658E-003
  2.426231737484908E-003  8.841583998837636E-003
  2.426195852893552E-003  1.204114493004600E-002
  2.423330393716007E-003  1.363759085838875E-002
  2.420456263429685E-003  1.523470061904058E-002
  2.417681213559586E-003  1.842974853430778E-002
  2.417277181763093E-003  2.002301012947843E-002
  2.423120565331485E-003  2.161616464918915E-002
  2.420836360844592E-003  2.321311389821839E-002
  2.424458608061039E-003  1.044073586064887E-002
  2.416703661339312E-003  1.683293868986179E-002
  2.424793088813733E-003  2.481371719984804E-002
  2.424482584406055E-003  2.641618017527634E-002
  2.428607792877073E-003  2.801819999280513E-002
  2.423883579624840E-003  3.121169850513181E-002
  2.419447744119138E-003  3.280646208762750E-002
  2.422088450075397E-003  3.440546644478935E-002
  2.421418711182159E-003  3.600732529654967E-002
  2.417405017880069E-003  3.760419245486486E-002
  2.420523075322567E-003  3.920016011990211E-002
  2.417405017880039E-003  4.239580754513492E-002
  2.424418656763509E-003  2.961686416346255E-002
  2.420523075322582E-003  4.079983988009766E-002
  2.421418711182185E-003  4.399267470345010E-002
  2.422088450075386E-003  4.559453355521043E-002
  2.419447744119145E-003  4.719353791237228E-002
  2.423883579624836E-003  4.878830149486797E-002
  2.424418656763535E-003  5.038313583653723E-002
  2.428607792877097E-003  5.198180000719467E-002
  2.424482584406068E-003  5.358381982472347E-002
  2.420836360844609E-003  5.678688610178146E-002
  2.423120565331611E-003  5.838383535081076E-002
  2.417681213559772E-003  6.157025146569238E-002
  2.416703661339617E-003  6.316706131013862E-002
  2.417277181763177E-003  5.997698987052158E-002
  2.423330393716676E-003  6.636240914161252E-002
  2.426195852894020E-003  6.795885506995604E-002
  2.424458608062422E-003  6.955926413935436E-002
  2.426231737485944E-003  7.115841600116747E-002
  2.426835416985124E-003  7.275532924694936E-002
  2.420456263429923E-003  6.476529938096014E-002
  2.458085765383834E-003  7.596962951529926E-002
  2.441599239625345E-003  7.755943661730867E-002
  2.420272474386359E-003  7.437884610279201E-002
  4.017760791866914E-003  8.662785568453192E-004
  4.025844471640188E-003  2.449840018461924E-003
  4.046600514898102E-003  4.045812089645876E-003
  4.000871076805396E-003  5.638877209759597E-003
  2.429055813984167E-003  7.911672049751635E-002
  4.020376925515070E-003  8.853755146455677E-003
  4.018931014469900E-003  1.045111544045604E-002
  4.019743616326185E-003  1.204714556150320E-002
  4.018382811842746E-003  1.364060805224524E-002
  4.018570728254754E-003  1.523473144366661E-002
  4.017879791620761E-003  1.842966647399820E-002
  4.015095073554855E-003  2.002499528298671E-002
  4.016755073373218E-003  2.161906351521927E-002
  4.015525031718209E-003  2.321525932153998E-002
  4.017630718470106E-003  2.481393322915499E-002
  4.016770755221331E-003  2.641422935931792E-002
  4.013154581467877E-003  2.961279856825871E-002
  4.013756765928982E-003  3.120904785803946E-002
  4.013700039998862E-003  3.280526932694629E-002
  4.017662317605018E-003  3.440463947671023E-002
  4.018579049817226E-003  3.600563987061810E-002
  4.017094529071703E-003  3.760353425565902E-002
  4.018037724683713E-003  4.079930483608425E-002
  4.017094529071681E-003  4.239646574434078E-002
  4.018579049817246E-003  4.399436012938170E-002
  2.424793088813819E-003  5.518628280015178E-002
  4.013700039998867E-003  4.719473067305348E-002
  4.013756765928975E-003  4.879095214196032E-002
  4.013154581467889E-003  5.038720143174107E-002
  4.017040443690718E-003  5.198547221351375E-002
  4.016770755221342E-003  5.358577064068186E-002
  4.017630718470169E-003  5.518606677084478E-002
  4.015525031718196E-003  5.678474067845979E-002
  4.016755073373273E-003  5.838093648478052E-002
  4.015095073554842E-003  5.997500471701309E-002
  4.017879791620813E-003  6.157033352600161E-002
  4.018398770657970E-003  6.316826031990366E-002
  4.018570728254745E-003  6.476526855633317E-002
  4.018382811842985E-003  6.635939194775449E-002
  4.019743616326231E-003  6.795285443849641E-002
  4.018931014470233E-003  6.954888455954347E-002
  4.014226936835424E-003  7.274249290812489E-002
  4.000871076809735E-003  7.436112279023790E-002
  4.020376925515352E-003  7.114624485354323E-002
  4.025844471653445E-003  7.755015998153372E-002
  4.017760791851992E-003  7.913372144314908E-002
  5.610409949600599E-003  8.119151325845208E-004
  5.605286456178364E-003  2.399112374065962E-003
  4.018037724683688E-003  3.920069516391556E-002
  5.581488349462387E-003  5.578375464158785E-003
  5.597984965070969E-003  7.193403275704489E-003
  5.611149812737586E-003  8.790074301836877E-003
  4.014226936835228E-003  7.257507091873737E-003
  5.608991420895233E-003  1.200144702406196E-002
  5.609097238507679E-003  1.360426214390405E-002
  5.609904002891052E-003  1.520700090546180E-002
  5.611001032463580E-003  1.680849406980751E-002
  5.610606939555586E-003  1.840973517295433E-002
  5.609007520098269E-003  2.000923008878945E-002
  5.609088569007719E-003  1.039628939329522E-002
  5.608903809690913E-003  2.320727367490256E-002
  5.609539534094410E-003  2.480703565384067E-002
  5.609354285071979E-003  2.640780237003495E-002
  5.608427749832346E-003  2.800886143878372E-002
  5.606571892512491E-003  2.960887953625502E-002
  5.607281755117455E-003  3.280615063717852E-002
  5.609653996304640E-003  3.440504241631862E-002
  5.610137320392977E-003  3.600489733576224E-002
  5.632655103969612E-003  3.992822288601854E-003
  5.609664910245649E-003  3.920071532127374E-002
  5.609664910245673E-003  4.079928467872601E-002
  5.609280266177321E-003  4.239690583165814E-002
  5.610137320392991E-003  4.399510266423753E-002
  5.609653996304651E-003  4.559495758368116E-002
  5.608971188200883E-003  2.160805700035189E-002
  5.606754596015575E-003  4.879228478771117E-002
  5.606571892512495E-003  5.039112046374476E-002
  5.608427749832349E-003  5.199113856121607E-002
  5.609354285071989E-003  5.359219762996484E-002
  4.018398770657856E-003  1.683173968009614E-002
  5.608903809690896E-003  5.679272632509728E-002
  5.608971188200920E-003  5.839194299964796E-002
  5.609539534094450E-003  5.519296434615915E-002
  5.610606939555625E-003  6.159026482704558E-002
  5.611001032463663E-003  6.319150593019249E-002
  5.609904002891053E-003  6.479299909453830E-002
  5.609097238507876E-003  6.639573785609623E-002
  5.608991420895264E-003  6.799855297593850E-002
  5.609088569008196E-003  6.960371060670571E-002
  5.611149812737745E-003  7.120992569816456E-002
  5.597984965071815E-003  7.280659672429758E-002
  5.581488349466492E-003  7.442162453584467E-002
  5.632655103966155E-003  7.600717771140143E-002
  5.605286456189947E-003  7.760088762593935E-002
  5.610409949586191E-003  7.918808486742068E-002
  7.234360205058883E-003  7.671192386527145E-004
  7.225102765833285E-003  2.413009039665679E-003
  7.250172685171379E-003  4.019030861991502E-003
  7.193867683917614E-003  5.602469226940844E-003
  7.200000000000000E-003  7.200000000000000E-003
  7.200000000000000E-003  8.800000000000001E-003
  5.609280266177342E-003  3.760309416834163E-002
  7.200000000000000E-003  1.200000000000000E-002
  7.200000000000000E-003  1.360000000000000E-002
  4.017662317605014E-003  4.559536052328955E-002
  7.200000000000000E-003  1.680000000000000E-002
  7.200000000000000E-003  1.840000000000000E-002
  5.609007520098280E-003  5.999076991121043E-002
  7.200000000000000E-003  2.160000000000000E-002
  7.200000000000000E-003  2.320000000000000E-002
  7.200000000000000E-003  2.480000000000000E-002
  7.200000000000000E-003  2.640000000000000E-002
  7.200000000000000E-003  2.960000000000000E-002
  7.200000000000000E-003  3.120000000000000E-002
  7.200000000000000E-003  3.440000000000000E-002
  7.200000000000000E-003  3.600000000000000E-002
  7.200000000000000E-003  3.760000000000000E-002
  7.200000000000000E-003  3.920000000000000E-002
  7.200000000000000E-003  4.080000000000000E-002
  5.606754596015576E-003  3.120771521228860E-002
  7.200000000000000E-003  4.400000000000000E-002
  7.200000000000000E-003  4.560000000000000E-002
  7.200000000000000E-003  4.720000000000000E-002
  7.200000000000000E-003  4.880000000000000E-002
  7.200000000000000E-003  5.040000000000000E-002
  4.046600514892820E-003  7.595418791035008E-002
  7.200000000000000E-003  5.360000000000000E-002
  7.200000000000000E-003  5.520000000000000E-002
  7.200000000000000E-003  2.800000000000000E-002
  7.200000000000000E-003  5.840000000000000E-002
  7.200000000000000E-003  6.000000000000000E-002
  7.200000000000000E-003  5.680000000000000E-002
  7.200000000000000E-003  6.320000000000001E-002
  7.200000000000000E-003  6.480000000000000E-002
  7.200000000000000E-003  4.240000000000000E-002
  7.200000000000000E-003  6.800000000000000E-002
  7.200000000000000E-003  6.960000000000000E-002
  7.200000000000000E-003  7.120000000000000E-002
  7.200000000000000E-003  7.280000000000000E-002
  7.193867683920214E-003  7.439753077306019E-002
  7.200000000000000E-003  6.160000000000000E-002
  7.225102765840723E-003  7.758699096033632E-002
  7.234360205049753E-003  7.923288076134886E-002
  7.200000000000000E-003  5.200000000000000E-002
  8.822405919615516E-003  2.420034752250331E-003
  8.846464421177876E-003  4.030951862293637E-003
  7.200000000000000E-003  3.280000000000000E-002
  8.800000000000001E-003  7.200000000000000E-003
  8.800000000000001E-003  8.800000000000001E-003
  8.800000000000001E-003  1.040000000000000E-002
  8.800000000000001E-003  1.200000000000000E-002
  8.800000000000001E-003  1.360000000000000E-002
  8.839527806463309E-003  7.776181279211282E-004
  8.800000000000001E-003  1.680000000000000E-002
  8.800000000000001E-003  1.840000000000000E-002
  8.800000000000001E-003  2.160000000000000E-002
  8.800000000000001E-003  2.320000000000000E-002
  8.800000000000001E-003  2.480000000000000E-002
  8.800000000000001E-003  1.520000000000000E-002
  8.800000000000001E-003  2.800000000000000E-002
  8.800000000000001E-003  2.960000000000000E-002
  8.800000000000001E-003  3.120000000000000E-002
  8.800000000000001E-003  3.280000000000000E-002
  8.800000000000001E-003  3.440000000000000E-002
  8.800000000000001E-003  3.600000000000000E-002
  8.800000000000001E-003  2.640000000000000E-002
  8.800000000000001E-003  3.920000000000000E-002
  8.800000000000001E-003  4.080000000000000E-002
  8.800000000000001E-003  4.240000000000000E-002
  8.800000000000001E-003  4.400000000000000E-002
  8.800000000000001E-003  4.560000000000000E-002
