0,0,9810
0.5,0,0
0.5,1,0
0,1,0
0,0.5,4905
0.5,0.5,0
0.25,0.75,1216.07365145228
0.25,0.25,3444.69398340249
0,0.75,2452.5
0.125,0.625,2746.34206431535
0.125,0.875,917.143412863071
0.25,1,0
0.375,0.875,304.01841286307
0.5,0.25,0
0.375,0.375,1464.1221473029
0.375,0.125,1863.54382780083
0,0.25,7357.5
0.125,0.125,6155.41882780083
0.125,0.375,4529.7471473029
0.5,0.75,0
0.375,0.625,906.967064315352
0.25,0,4009.48132780083
0.25,0.5,2411.79460580913
