2          0.5000000000         0.0000000000         0.4999990000         0.0009999000        
2          0.4999990000         0.0009999000         0.4999960000         0.0020000000        
2          0.4999960000         0.0020000000         0.4999910000         0.0030000000        
2          0.4999910000         0.0030000000         0.4999840000         0.0039990000        
2          0.4999840000         0.0039990000         0.4999750000         0.0049990000        
2          0.4999750000         0.0049990000         0.4999640000         0.0059990000        
2          0.4999640000         0.0059990000         0.4999510000         0.0069990000        
2          0.4999510000         0.0069990000         0.4999360000         0.0079990000        
2          0.4999360000         0.0079990000         0.4999190000         0.0089980000        
2          0.4999190000         0.0089980000         0.4999000000         0.0099980000        
2          0.4999000000         0.0099980000         0.4998790000         0.0109977000        
2          0.4998790000         0.0109977000         0.4998560000         0.0119973000        
2          0.4998560000         0.0119973000         0.4998311000         0.0129969000        
2          0.4998311000         0.0129969000         0.4998041000         0.0139964000        
2          0.4998041000         0.0139964000         0.4997751000         0.0149958000        
2          0.4997751000         0.0149958000         0.4997441000         0.0159952000        
2          0.4997441000         0.0159952000         0.4997111000         0.0169945000        
2          0.4997111000         0.0169945000         0.4996761000         0.0179938000        
2          0.4996761000         0.0179938000         0.4996391000         0.0189930000        
2          0.4996391000         0.0189930000         0.4996002000         0.0199921000        
2          0.4996002000         0.0199921000         0.4995592000         0.0209911000        
2          0.4995592000         0.0209911000         0.4995162000         0.0219901000        
2          0.4995162000         0.0219901000         0.4994712000         0.0229889000        
2          0.4994712000         0.0229889000         0.4994243000         0.0239877000        
2          0.4994243000         0.0239877000         0.4993753000         0.0249863000        
2          0.4993753000         0.0249863000         0.4993243000         0.0259849000        
2          0.4993243000         0.0259849000         0.4992714000         0.0269834000        
2          0.4992714000         0.0269834000         0.4992164000         0.0279817000        
2          0.4992164000         0.0279817000         0.4991595000         0.0289800000        
2          0.4991595000         0.0289800000         0.4991005000         0.0299781000        
2          0.4991005000         0.0299781000         0.4990396000         0.0309761000        
2          0.4990396000         0.0309761000         0.4989766000         0.0319740000        
2          0.4989766000         0.0319740000         0.4989117000         0.0329718000        
2          0.4989117000         0.0329718000         0.4988447000         0.0339694000        
2          0.4988447000         0.0339694000         0.4987758000         0.0349669000        
2          0.4987758000         0.0349669000         0.4987049000         0.0359642000        
2          0.4987049000         0.0359642000         0.4986320000         0.0369615000        
2          0.4986320000         0.0369615000         0.4985571000         0.0379585000        
2          0.4985571000         0.0379585000         0.4984802000         0.0389554000        
2          0.4984802000         0.0389554000         0.4984013000         0.0399522000        
2          0.4984013000         0.0399522000         0.4983204000         0.0409488000        
2          0.4983204000         0.0409488000         0.4982375000         0.0419452000        
2          0.4982375000         0.0419452000         0.4981526000         0.0429415000        
2          0.4981526000         0.0429415000         0.4980658000         0.0439376000        
2          0.4980658000         0.0439376000         0.4979769000         0.0449335000        
2          0.4979769000         0.0449335000         0.4978860000         0.0459292000        
2          0.4978860000         0.0459292000         0.4977932000         0.0469247000        
